-0.165	0.197
-0.165	0.197
-0.165	0.197
-0.165	0.197
-0.165	0.197
0.045	0.199
0.335	0.189
0.585	0.168
1.336	0.082
1.336	0.082
1.336	0.082
1.636	0.052
1.836	0.037
2.337	0.013
2.337	0.013
2.337	0.013
