-1.047	0.089
-0.659	0.124
-0.465	0.139
-0.465	0.139
-0.078	0.154
-0.078	0.154
-0.078	0.154
-0.078	0.154
0.116	0.154
0.310	0.147
0.310	0.147
0.310	0.147
0.698	0.121
1.862	0.027
1.862	0.027
2.637	0.005
